書名,ISBN,適合對像
寫給年輕人的古典音樂小史【暢銷漫畫Q版】：連乖戾的貝多芬都萌得不要不要，認識30位作曲大師的快樂指南,9786267084540 ,國中
酒杯裡的謀殺,9789869312585 ,國中
如果有一天，我們說再見,9789862419496 ,國中
媽媽送給青春期兒子的書,9789863713685 ,國中
山米和浪花的夏天,9789869473781 ,國中
完美特務,9789869473743 ,國中
為什麼爸媽忙著努力賺錢？,9789869544214 ,國中
窮究台灣茶,9789865071943 ,國中
繪本給你教養力,9789571376394 ,國中
偽魚販指南,9789864062867 ,國中
讓我們看雲去,9789869495905 ,國中
胖嘟嘟,9789869473798 ,國中
穿越雪山隧道,9789863597940 ,國中
看漫畫，秒懂MBTI 16型人格！,9789571383514 ,國中
麻煩小姐,9789869495936 ,國中
[中學生]晨讀10分鐘：未來媒體我看見,4717211029169 ,國中
那一夜，莫札特的門有人在敲,9789864063437 ,國中
古人解憂療鬱帖,9789570869101 ,國中
肯定自己,9789571346915 ,國中
超越自己,9789571346892 ,國中
為什麼事情做不完，你還在滑手機？心理諮商師教你，改善拖延，先從照顧情緒開始,9786263355781 ,國中
遊戲現在開始,9789575036843 ,國中
不便利的便利店,9786269593842 ,國中
不便利的便利店2,9786269673360 ,國中
聖誕小豬,9789573338017 ,國中
最後一個人,9789869743792 ,國中
開始喜歡自己的不完美：善用天賦特質，把「弱點」變「強項」，活出自信自在的人生,9786267173800 ,國中
人生難題，心理學都有解方：探究底層思維，提升心理智商，做出最佳決定的54種成功策略,9786263539761 ,國中
刺客列傳,9789866634673 ,國中
東周英雄傳 1,9789866634192 ,國中
東周英雄傳 2,9789866634208 ,國中
東周英雄傳 3,9789866634215 ,國中
那些回不去的年少時光(上),9789865723323 ,國中
那些回不去的年少時光(中),9789865723330 ,國中
那些回不去的年少時光(下),9789865723347 ,國中
擺一桌絕妙的宋朝茶席,9789571367378 ,國中
社會在走，歷史要懂：呂捷開講,9789861337814 ,國中
原來古人這麼機智：閱讀經典《智囊》故事，建立自主思辨力,9786267000830 ,國中
八尺門的辯護人,9786267054055 ,國中
跟著宋朝人過一天：知否？知否？應是綠肥紅瘦！宋代人為什麼這樣說話、那樣生活？,9789860671339 ,國中
29張當票：典當不到的人生啟發,9789861737140 ,國中
29張當票2：當舖裡特有的人生風景,9789861739007 ,國中
錢包裡的世界史：從黃金、白銀到比特幣，貨幣如何改變我們？,9789579054867 ,國中
反轉,9789573332824 ,國中
追日逐光,9789575035563 ,國中
華氏零度,9789575033910 ,國中
心中住著野孩子,9789861338644 ,國中
那18張傳票：從難解到和解，法庭中最不捨的親情選擇題,9786263054509 ,國中
歡樂宋：中國歷史上最幸福的朝代，沒去過宋朝，別說你到過人間天堂！,9789579314619 ,國中
大清盛世忙什麼：來去紫禁城打卡，體驗當皇上的日常！,9789579314855 ,國中
野生動物大聲講：動物溝通師春花媽帶你認識全球50種瀕危野生動物，聆聽動物第一手真實心聲,9786269551385 ,國中
地球生物偵查隊：生命元素上天下地大發現,9789865256012 ,國中
科學偵查隊：人體奧妙圖解百科,9789860725490 ,國中
打造小小巴菲特：贏在起跑點,9789869739085 ,國中
變身少年巴菲特：培養財富創造力：學校沒教的22堂理財課,9786269679904 ,國中
在咖啡廳遇見彼得杜拉克：跟管理大師學5個高效習慣,9786267224328 ,國中
我愛讀發明的故事,9789864792764 ,國中
大樹自然少年系列03：昆蟲Q&A,9789862165928 ,國中
山林生活教科書 男子漢的露營、野營的技藝,9789863702115 ,國中
生物課好好玩：48堂課╳12篇生物先修班，一年四季輕鬆學生物的超強課表！,9789869262361 ,國中
我的人體實用手冊：看「圖」就能懂的生命奧祕！,9789863427995 ,國中
解碼科學好好玩：改變歷史的密碼戰、加密科技、網路釣魚……結合歷史、數學、科技的跨領域學習，養成邏輯推理能力，建立網路安全觀念,9789578544819 ,國中
天才科學家的祕密大爆料：親子共讀X邊笑邊學！40篇史上最不正經的科普故事，啟發孩子科學興趣！培養超越自我的勇氣！,9789866220470 ,國中
跟著網紅老師玩科學：十分鐘搞懂數學、物理及生活科學,9789571377780 ,國中
黏黏滑滑：摩擦力與表面科學的祕密,9786263202443 ,國中
有點廢但是很有趣！日常中的科學二三事,9789571473130 ,國中
歪打正著的科學意外,9789571473123 ,國中
泡麵為什麼總是彎的？：136個廚房裡的科學謎題,9789862356692 ,國中
塗鴉學數學：以三角形打造城市、用骰子來理解經濟危機、玩井字遊戲學策略思考，24堂建構邏輯思維、貫通幾何學、破解機率陷阱、弄懂統計奧妙的數學課,9789862358313 ,國中
十月的天空：一位NASA科學家的逐夢少年歲月,9789864792269 ,國中
春風少年八家將,9789867188663 ,國中
採集人的野帳1,9789869957939 ,國中
科學偵探vs.神祕列車,9786267140710 ,國中
科學偵探vs.暴走的AI上集,9789865593254 ,國中
科學偵探vs.暴走的AI下集,9789865593261 ,國中
天堂倒著寫,9786263551565 ,國中
少年讀人類的故事1：人類為什麼可以主宰地球(人類大歷史哈拉瑞給少年的力作）,9786263551664 ,國中
少年讀人類的故事2：世界為什麼變得不公平(人類大歷史哈拉瑞給少年的力作）,9786263556669 ,國中
辛德勒名單：木箱上的男孩,9789577517319 ,國中
贏家(三版),9786267127711 ,國中
李潼短篇小說:鐵橋下的鰻魚王,9789865581558 ,國中
李潼中篇小說:藍天燈塔,9789865581541 ,國中
李潼短篇小說:鬼竹林,9789865581565 ,國中
給無法輕易絕交又想活得更自在的你：諮商心理師教你不傷人也不受傷的人際關係學,9786267329245 ,國中
小小科學人：100地球大發現,9789865535384 ,國中
小小科學人：100海洋大發現,9789864792948 ,國中
小小科學人：100科學大發現,9789864791705 ,國中
小小科學人：100數碼大發現,9789864798643 ,國中
小小科學人：100環保大發現,9789865257026 ,國中
Q版FB歷史：明朝其實很古怪,9789861469874 ,國中
圖說新古文觀止的故事(第三版) 從閱讀出發，必讀的文言文經典故事,9786263431119 ,國中
希望媽媽也能好好愛自己：一封所有女兒，都想獻給媽媽的情書,9786263580497 ,國中
暗黑童話,9789866954825 ,國中
給中學生的成長型思維,9786263056268 ,國中
變成大人前的思考練習：關於同儕、自我、夢想、學業、戀愛和家人,9786267396490 ,國中
鏡道（仙靈傳奇6－完結篇）,9786263054189 ,國中
胸口上的V：陳郁如的人生考題,9786263102835 ,國中
跨越極地山海間：阿拉斯加52日自駕行,4717211035566 ,國中
法官的日常：原來法官這樣想，你一定要知道的法律知識,4711441070465 ,國中
台灣豬，黑白切：日以繼夜的庶民美食,9786269747047 ,國中
番薯耍少林,9789864503803 ,國中
鯨魚的肚臍,9789864502646 ,國中
〈學霸才知道〉人體新鮮事,9789865261016 ,國中
超麻煩圖鑑：原來所有發明都是因為「麻煩」才開始！？：21+1個因為好麻煩而誕生的有趣發明,9789577109163 ,國中
黃阿瑪的後宮生活 貓咪超有事4-夢之船,9786267431108 ,國中
黃阿瑪的後宮生活 貓咪超有事3-貓貓美食救援計畫,9786267256312 ,國中
和食古早味：你不知道的日本料理故事,9789571364483 ,國中
改變世界：25個影響歷史文明的名人大事【科技先驅篇】,9786263532755 ,國中
改變世界：25個影響歷史文明的名人大事【典範聖賢篇】,9786263532762 ,國中
改變世界：25個影響歷史文明的名人大事【藝文人物篇】,9786263532748 ,國中
改變世界：25個影響歷史文明的名人大事【國家領袖篇】,9786263532731 ,國中
餃子與味噌：流動的日本味,9786263745254 ,國中
用九柑仔店 2：聽見發芽的聲音,9789573279525 ,國中
用九柑仔店 3：迷宮的抉擇,9789573281948 ,國中
用九柑仔店 4：夢想與現實的拋物線,9789573284123 ,國中
用九柑仔店 5：成為相互照耀的暖陽,9789573286165 ,國中
少年讀諸子百家2 孟子：燃出善的火焰,9789865254674 ,國中
少年讀諸子百家3墨子：讓天下人都相愛,9789865254681 ,國中
少年讀諸子百家4老莊：水最柔弱也最強,9789865254698 ,國中
少年讀諸子百家5荀韓：天平上的禮和法,9789865254704 ,國中
少年讀成語故事3：人物篇,9789865255558 ,國中
少年讀成語故事4：動作篇,9789865255565 ,國中
少年讀成語故事5：地理篇,9789865255572 ,國中
冒牌機器人,9789865255404 ,國中
史坎德：獨角獸竊盜者,9789571474311 ,國中
將我溫柔裝訂成冊,9786269648184 ,國中
科學實驗王 1 酸鹼中和,9789862290446 ,國中
科學實驗王 2 牛頓運動定律,9789862290620 ,國中
科學實驗王 3 光的折射與反射,9789862290729 ,國中
科學實驗王 4 光合作用與呼吸作用,9789862291061 ,國中
科學實驗王 5 電流與磁力,9789862291368 ,國中
科學實驗王 6 環保與汙染,9789862291603 ,國中
科學實驗王 7 人體的奧祕,9789862291771 ,國中
有趣的博奕論,9789866153075 ,國中
大滅絕首部曲：感染,9789869683395 ,國中
臥底哲學家的生活事件調查簿,9789570528541 ,國中
不老的菜園,9789866334184 ,國中
上癮的真相,9789867470683 ,國中
高收入的能力，學校沒教,9786267328460 ,國中
你各位的假期都是前人的血跡?,9786263572737 ,國中
看漫畫，學莊子,9789865535032 ,國中
看漫畫輕鬆學：研究發表超簡單,9786263551251 ,國中
看漫畫輕鬆學：培養自信有方法,9789865259181 ,國中
看漫畫輕鬆學：創意思考,9789865254483 ,國中
看漫畫輕鬆學：尋找夢想的工作,9786263551244 ,國中
看漫畫輕鬆學：愛上閱讀的樂趣,9786263554405 ,國中
看漫畫輕鬆學：網路使用的規則,9789864799930 ,國中
看漫畫輕鬆學：說話表達的技巧,9789865259198 ,國中
"每天寫, 重新寫, 寫到最後:《不便利的便利店》韓國百萬暢銷作家生存記",9789861344720 ,國中
不會改變的清單,9789865252526 ,國中
草蜢的幸福雜貨店,9786263550483 ,國中
在天堂遇見的下一個人,9789862139332 ,國中
撒哈拉，一片應許之地：一位人類學者的另類旅遊實踐記事,9786263354746 ,國中
古人比你更會玩2,9789571385686 ,國中
古人比你更會玩3,9786263356726 ,國中
晨讀10分鐘：運動故事集,4717211027837 ,國中
晨讀10分鐘 :放眼天下勵志文選,9789862413838 ,國中
人生沒有最好，不錯就好,9789860607581 ,國中
蟲洞書簡,9789578795198 ,國中
浩克慢遊：尋找新舊交錯的美麗,9789863442776 ,國中
人生是小小又大大的一條河：劉墉那些吃苦也像享樂的心靈故事,9789863231103 ,國中
故事東亞史1：12個奠基東亞的關鍵時刻,9786263053496 ,國中
故事東亞史2：20個改變東亞的關鍵人物,9786263053441 ,國中
早點知道就好了！改變一生的金錢觀：14歲就能學的致富習慣，學校沒教，但你一定要會,9789865068660 ,國中
亡者路邊攤,9786263791602 ,國中
和路邊的野鳥做朋友（新裝版）：超萌四格漫畫，帶你亂入很有戲的鳥類世界,9789864899517 ,國中
父親的解放日記,9786269754120 ,國中
小狐狸深夜故事集,9789865255091 ,國中
少年讀論語1：孔門弟子不簡單,9786263553798 ,國中
少年讀論語2：跟著孔子腳步走,9786263553804 ,國中
少年讀論語3：孔子都在想什麼？,9786263553811 ,國中
少年讀歷史1 ：皇帝陛下的成績單,9786263550872 ,國中
少年讀歷史2：丞相大人誰最優秀,9786263550889 ,國中
少年讀歷史3：幫大將軍打分數,9786263550896 ,國中
少年讀歷史4：大才子這一班,9786263550902 ,國中
科學破案少女1:日常生活有危機,9789864492824 ,國中
科學破案少女2:犯罪跡證在哪裡,9789864492831 ,國中
科學破案少女【重案版】1靈光乍現的線索（首刷限定版）,9789752250062 ,國中
科學破案少女【重案版】2 無所遁形的實證（首刷限定版）,9789752250079 ,國中
奇怪的生物知識增加了,9789860670929 ,國中
厲害了，我的生物,9786269637300 ,國中
"漫畫大英百科生物地科1,昆蟲與蜘蛛",9789863426288 ,國中
"漫畫大英百科生物地科2,地球",9789863426295 ,國中
"漫畫大英百科生物地科3,微生物",9789863426301 ,國中
"漫畫大英百科生物地科4,兩棲類與爬蟲類",9789863426318 ,國中
"漫畫大英百科生物地科5,潮間帶",9789863426325 ,國中
"漫畫大英百科生物地科6,天氣",9789863426820 ,國中
"漫畫大英百科生物地科8,恐龍",9789863427216 ,國中
"漫畫大英百科生物地科9,環境",9789863427179 ,國中
礦物與它們的產地 :超詳盡礦物百科!,9789864759095 ,國中
為什麼是這樣?超有趣自然生活科學圖解一點通！,9786263240407 ,國中
為什麼是這樣(第2彈)?超有趣自然生活科學圖解一點通！,9786263242265 ,國中
仰望星空的眼睛：天文望遠鏡的祕密,9789865259327 ,國中
我是知識家1：生物大驚奇,9789864796687 ,國中
我是知識家2：地球大發現,9789864796694 ,國中
我是知識家4：人體大運作,9789864797721 ,國中
我是知識家5：科學大透視,9789864797738 ,國中
我是知識家7：理化大揭密,9789864798018 ,國中
我是知識家9：科技大未來,9789864798032 ,國中
"火箭老媽,烏龜老爸 :我家,或許也是你家的故事",9789861374130 ,國中
沉默到頂：眨眼之謎,9789863382621 ,國中
馬背上的少女,9789864505944 ,國中
那一年在奶奶家,9789863382874 ,國中
我在地球的奇異旅程,9786269604005 ,國中
開著校車去流浪,9789865255978 ,國中
採集人的野帳(2-4集),9789863196044 ,國中
強風吹拂1-3,4717702230678 ,國中
強風吹拂4-6,4717702258429 ,國中
神明值日生執勤中,9789577416292 ,國中
鴨川荷爾摩,9789573324829 ,國中
科學素養練功房：工程打造酷世界,9789865255251 ,國中
科學素養練功房：科技變魔術,9789865255190 ,國中
科學素養練功房：科學驚歎號,9789865255183 ,國中
科學素養練功房：想不到的數學,9789865255206 ,國中
教室裡的理財冒險王：在賺錢、繳稅、創業、投資中，培養受用一生的財商思維,9789571474335 ,國中
我的媽媽是網紅,9786263552906,國中
漫畫今日科學：影片瀏覽破億次的科學YouTuber，帶你一次輕鬆讀懂從細胞到宇宙的趣味提問,9786263189744,國中
勇闖工研院實驗室1：生活科技的祕密基地,9789864492572,國中
青春是一首練習曲,9789864492206,國中
島山嶼海的青春-神狗少年,9789869810876,國中
人生4千個禮拜,9789860777857,國中
今天也對媽媽發火了 ,9786263743922 ,國中
2050科幻大成真,9789571376523,高中
2100科技大未來,9789571376516,高中
21世紀的21堂課,9789864795192,高中
TED TALKS 說話的力量：你可以用言語來改變自己，也改變世界 TED唯一官方版演講指南,9789862137109,高中
一件T恤的全球經濟之旅,9789862485194,高中
十六歲的哲學課,9789869051873,高中
千年房市：古人安心成家方案,9789862623206,高中
大設計：霍金十年首見卓越巨著，為生命終極問題提供最新答案,9789862132432,高中
小短腿來了！：三鐵一姐李筱瑜的鐵人之路,9789866613746,高中
少爺,9789863840626,高中
比賽，從心開始：如何建立自信、發揮潛力，學習任何技能的經典方法,9789869526357,高中
水神,9789863443162,高中
世界是平的,9789868271210,高中
臺北人,9579159882,高中
用地圖看懂世界經濟,9789861204574,高中
江湖在走，法律要懂：法律白話文小學堂,9789863232292,高中
血淚漁場：跨國直擊台灣遠洋漁業真相,9789869445139,高中
吳寶春的味覺悸動,9789571352824,高中
告白,9789571350813,高中
我在故宮修文物,9789865824815,高中
我們最幸福：北韓人民的真實生活,9789863442325,高中
那時候，我只剩下勇敢：一千一百哩太平洋屋脊步道尋回的人生,9789862356562,高中
兒子的大玩偶,9789575228217,高中
阿德勒心理學講義,9789866031687,高中
南方六帖,9789863442226,高中
南風如歌：一位日本阿嬤的台灣鄉愁,9789869051828,高中
垂釣睡眠,9574442853,高中
思考的藝術：52 個非受迫性思考錯誤,9789862722114,高中
紀律的交易者,9789867645739,高中
追風箏的孩子,9789865829803,高中
做自己的生命設計師,9789862137505,高中
做自己與別人生命中的天使,9789866745300,高中
國際觀的第一本書：看世界的方法,9789861342276,高中
崩壞國文：長安水邊多魯蛇？唐代文學與它們的作者,9789861336367,高中
從地理地名地圖了解世界史,9789869480628,高中
教養的迷思：父母的教養能不能決定孩子的人格發展？（暢銷經典版）,4717702905743,高中
斜槓青年：全球職涯新趨勢，迎接更有價值的多職人生,9789861336312,高中
深夜加油站遇見蘇格拉底,9789866782107,高中
被誤解的台灣史,9789571357287,高中
這些人，那些事,9789861333458,高中
富爸爸，窮爸爸,9789863615460,高中
最後14堂星期二的課【20週年紀念版】,9789862139028,高中
無法送達的遺書：記那些在恐怖年代失落的人,9789869109345,高中
畫仙,9789575033606,高中
超展開數學教室：數學宅×5 個問題學生，揪出日常生活裡的數學 BUG,9789862355992,高中
徬徨少年時,9789573280309,高中
溫柔的心，強大的力量,9789861335339,高中
碎琉璃,9579703787,高中
試管蜘蛛,9789573269434,高中
賈伯斯傳：Steve Jobs唯一授權（最新增訂版）,4711225316987,高中
達文西密碼,9789571373065,高中
圖解時間簡史,9789862133460,高中
漢寶德談美,9570827033,高中
臺灣史上最有梗的臺灣史,9789861372242,高中
撒哈拉歲月,9789573327578,高中
歐洲的心臟：德國如何改變自己,9789869351867,高中
窮查理的普通常識（增修版）：巴菲特50年智慧合夥人查理．蒙格的人生哲學,9789867778574,高中
誰搬走了我的乳酪,9789578038097,高中
論語不一樣：需要正能量的時代，正好讀孔子,9789869596091,高中
餐桌上的中國史,9789869531306,高中
餐桌上的語言學家：從菜單看全球飲食文化史,9789863443513,高中
瞰海：12種閱讀海洋與世界歷史的方法,9789869408882,高中
薛丁格的貓：50個改變歷史的物理學實驗,9789869483445,高中
賺錢，再自然不過,9789867645784,高中
翻譯偵探事務所：偽譯解密！台灣戒嚴時期翻譯怪象大公開,9789869205061,高中
醫生哪有這麼萌2,9789573282068,高中
羅生門,9789863841593,高中
讀古文撞到鄉民：走跳江湖欲練神功的國學秘笈,9789570848618,高中
做工的人,9789864060764,高中
飄移的起跑線,9789578787575,高中
爆料商周：上古史超譯筆記,9789865080631,高中
接棒家族,9789571090405,高中
趣味地球科學,9789865529352,高中
颱風家族,9789571088662,高中
薩哈公寓,9789864893942,高中
上一堂很有事的印尼學,9789861343488,高中
人工智慧來了,9789864792061,高中
大數據資本主義,9789864793884,高中
召喚法力：法律白話文小學堂,9789570531831,高中
誰賺走了你的咖啡錢：日常生活中的經濟賽局，臥底經濟學家完美破解,9789869800594,高中
解碼臺灣史. 1550-1720,9789573280330,高中
拒看新聞的生活藝術,9789864778010,高中
意外的國父：蔣介石、蔣經國、李登輝與現代臺灣,9789869486507,高中
哥倫布大交換：1492年以後的生物影響和文化衝擊,9789862621806,高中
舌尖上的東協─東南亞美食與蔬果植物誌：既熟悉又陌生，那些悄然融入台灣土地的南洋植物與料理,9789864084593,高中
動盪：國家如何化解危局、成功轉型？,9789571380049,高中
對決病毒最前線：從流感、炭疽病、SARS到伊波拉，資深防疫專家對抗致命傳染病的全球大冒險,9789571372372,高中
新媒體判讀力：用科學思惟讓假新聞無所遁形,9789869536769,高中
16歲開始的經濟學,9861340238,高中
大武山下,9789571382647,高中
棄貓 關於父親，我想說的事,9789571383583,高中
如果「那一天」終於來了……：侏儸紀公園開幕、全球網路斷線、海裡再也沒有魚……從政治、科技、環境分析19則虛實交錯的奇思異想,9789862358696,高中
我要上京當官：明朝一點都不鐵飯碗之公務員人生,9789865101053,高中
我，為什麼會這樣？：喜歡這些，討厭那些，從生物學、腦科學與心理學解釋我們的喜好、情緒、行為與想法，重啟一趟人類的認識之旅,9789862358429,高中
寫作過活不是夢，你也可以靠搖筆桿子吃飯！成為職業作家一定要知道的50件事,9789864453092,高中
善良的歧視主義者,9789865114824,高中
帶著校園霸凌記憶長大的我們: 致當年那些加害者們,9789863844532,高中
垃圾與它們的產地：為什麼99%的東西半年後都被丟棄？,9789571375748,高中
西班牙很有事：暢銷小說家貝雷茲―雷維特有笑又有料的西班牙史,9789864894116,高中
圖表會說謊：圖表設計大師教你如何揪出圖表中的魔鬼，不再受扭曲資訊操弄,9789864779222,高中
最有梗的單位教室,9789575035525,高中
懂得藏起厭惡，也能掏出真心：30堂蹺不掉的社會課,9789861755632,高中
誰說不能從武俠學數學？,9789571383347,高中
重逢咖啡館,9789861337067,高中
正義教室: 史上最強的公民與社會課!,9789576583865,高中
地圖會說謊: AI世代一定要了解的地圖判讀與空間認知能力,9789570856040,高中
十大歷史謎團,9789863873440,高中
What The 法：法律誰說了算？若你是法官，你會怎麼判？,9789571385297,高中
法律不難、官司不煩！,9789863711803,高中
當心！孩子一不小心就觸法：專業律師親授預防孩子誤闖法律禁區的33堂課,9789869939348,高中
選舉，不是你想的那樣,9789570530254,高中
從台灣諺語看台灣歷史,9789867375117,高中
小說課之王-折磨讀者的秘密,9789864799305,高中
魏晉有美男,9789576581014,高中
就怕平庸成為你人生的註解,9789864799824,高中
青春微素養：36個通往更理想自己的基本功,9789575036164,高中
以文學發聲：走過時代轉折的臺灣前輩文人,9789862941751,高中
百年降生：1900-2000臺灣文學故事,9789570851649,高中
反轉地球暖化100招,9789570852363,高中
人生難免會有傷：六個療癒步驟，揮別創傷、圓滿自己,9789861754352,高中
漂離的伊甸（新版）,9789577412263,高中
三體（華人第一人雨果獎得主）,9789861206066,高中
自主學習成就解鎖：帶你找到最想學、打造獨有學習歷程,9789575036836,高中
接受不完美的勇氣-阿德勒100句人生革命,9789573275701,高中
倒風內海 (26週年典藏版),9789862942758,高中
超無厘頭經濟學：從偶像、遊戲、殺人事件學會25個財經入門知識,9789865408510,高中
歡迎光臨夢境百貨,9789869924467,高中
化學有多重要，為什麼我從來不知道？,9789864778942,高中
厭世國文教室：古文青生涯檔案,9789861373058,高中
《宋詞背後的祕密（生活中的國文課1）》,9789866006814,高中
《三國背後的祕密（生活中的國文課2）》,9789578567245,高中
《孔子和他學生的故事（生活中的國文課3）》,9789578567337,高中
波的科學：細數那些在我們四周的波,9789862624234,高中
原來食物這樣煮才好吃,9789570858501,高中
呼喚奇蹟的光,9789571370323,高中
項塔蘭,9789866807305,高中
日本奧地紀行,9789578630642,高中
複眼人,9789865824631,高中
傾城之戀【張愛玲百歲誕辰紀念版】,9789573335139,高中
原子習慣,9789861755267,高中
瘟疫,9789861785400,高中
玫瑰的名字,9789573330608,高中
姑獲鳥之夏,9789866954610,高中
憶往述懷：我的司法人生,9789573289975,高中
我是遺物整理師,9789865080877,高中
比句點更悲傷,9789864061686,高中
人生實用商學院：誰偷了你的錢？,9789571391274,高中
成為我自己：歐文．亞隆回憶錄,9789863571124,高中
性命出售,9789861784649,高中
動物農莊,9574591611,高中
人類大歷史：知識漫畫1 人類誕生,9789865535810,高中
教室外的公民課：從思辨、對話到公民行動的啟蒙,9789863594321,高中
夢想微微疼,9789573288237,高中
我家住在張日興隔壁,9789864062096,高中
老屋顏與鐵窗花：被遺忘的「台灣元素」——承載台灣傳統文化、世代歷史、民居生活的人情風景,9789865509446,高中
前男友的遺書,9789577414731 ,高中
天鵝與蝙蝠,9789573338413 ,高中
讓感受自由,9789863988038 ,高中
走進布農的山,9789865562540 ,高中
戰鬥吧！成語：歡迎登入厭世國文伺服器,9789576587252 ,高中
不能只有我看到！臺灣史上的小人物大有事,9789861337685 ,高中
尋食記：鞭神老師的超時空台灣美食,9789573293385 ,高中
朕來了！皇帝尬聊室：坐過龍椅的都來_宇宙第一群,9789863846277 ,高中
古人原來很會過日子：從衣食住行到婚戀職場，古人自有好辦法！,9786263101586 ,高中
有趣到睡不著的天文學：黑洞的真面目是什麼？,9789869953283 ,高中
有趣到睡不著的自然科學：沒有芯的蠟燭也能燒？,9789869901680 ,高中
如何避免下一場大流行病,9789863987635 ,高中
有趣到睡不著的植物學：花朵占卜有必勝法？,9789869953207 ,高中
有趣到睡不著的地球科學：變成化石沒那麼簡單？,9789860633931 ,高中
公民不盲從,9786263102422 ,高中
法律歸法律？,9786263353428 ,高中
上法院這檔事,9789869797931 ,高中
寫給公民的40堂思辨課,9789865596583 ,高中
真希望老師這樣教經濟,9789866037351 ,高中
不敗學習力：學霸都在用的10大聰明讀書法,9789865254049 ,高中
連卡內基也佩服的7堂超溫暖說話課,9789869593045 ,高中
用故事教孩子邏輯思考力,9789864892518 ,高中
"看故事, 學寫作 1: 靈感篇",9789865251758 ,高中
起床後的黃金1小時,9789862357613 ,高中
刻意練習,9789861754604 ,高中
墨菲定律：如果有可能出錯，那就一定會出錯！,9786267046050 ,高中
第九味,9789570844115 ,高中
變形記,9789861203416 ,高中
傍晚五點十五分,9789571381817 ,高中
52則非知不可的古典音樂學概念,9789571194318 ,高中
23.97的海洋哲思課,9789864492060 ,高中
藝術史的一千零一夜,9789579072229 ,高中
剛剛好的優雅,9789573295310 ,高中
翻過來看世界,9789576939150 ,高中
原來大腦可以這樣練：提升學習抗壓力，成功者的大腦運動訓練課程,9789571395845 ,高中
我不是教你詐1：一般日常處世,9789571348926 ,高中
正向聚焦,9789575036492 ,高中
說不出口的，更需要被聽懂,9789573293378 ,高中
公民可以很有事,9786263051034 ,高中
公主走進黑森林,9789863571001 ,高中
小國也可以偉大 :我在奧地利生活學習的第一手觀察,9789861336497 ,高中
寄生上流：原著劇本+162幕分鏡圖電影套書,9789869732673 ,高中
致富心態: 關於財富、貪婪與幸福的20堂理財課,9789865250348 ,高中
你是誰，比你做什麼更重要,9789865535216 ,高中
綠色精神,9789860763867 ,高中
我的野蠻室友,9789864778997 ,高中
沒有媽媽的超市,9786269589333 ,高中
我的心，我的眼，看見台灣,9789861334691 ,高中
誰說只是約會，你就不用懂法律？,9789573299349 ,高中
疫情世代,9786263535626 ,高中
後青春幸福相談室,9786263610910 ,高中
原來法律跟我想的不同,9786269684694 ,高中
家事法官沒告訴你的事,9789865102272 ,高中
我是對的！為什麼我不快樂？,9786267219072 ,高中
青春正效應,9789864796908 ,高中
原力效應,9786269602582 ,高中
世界第一簡單CPU,9789869250719 ,高中
世界第一簡單密碼學,9789865408114 ,高中
菜市場政治學EP2：民主方舟,9786269564651 ,高中
我在環島的路上,9786267156360 ,高中
鏡之孤城,9789573333913 ,高中
美國後巷,9786263535039 ,高中
越過人生的刀鋒：金庸筆下的女子,9786267182116 ,高中
文豪酒癮診斷書,9789570861341 ,高中
慢食天下,9789869873758 ,高中
文學原來這麼有趣：顛覆傳統教學的18堂文學課,9786263662872 ,高中
聽見宋朝好聲音,9789571370156 ,高中
為什麼古人這樣說：《一柱香到底有多久？》,9789578567221 ,高中
抓住一個春天（永恆青春版）,9789570869767 ,高中
這個詞，原來是這個意思【全新修訂精選輯365+1】,9786263101487 ,高中
有趣到睡不著的化學,9789869901673 ,高中
最有梗的科學法則：加賀君與他的科學定律小伙伴,9786263055506 ,高中
天才或怪咖？改變世界的數學家圖鑑,9786263054851 ,高中
有趣到睡不著的生物學,9786263494077 ,高中
園藝の趣味科學：超過300張示範圖，園藝專家不失敗的107個種植法則,9789865683887 ,高中
接單人生,9789860769715 ,高中
品味，從知識開始：日本設計天王打造百億暢銷品牌的美學思考術,9789571398921 ,高中
古人的穿越日記1：愛說鬼故事的蒲松齡來到現代,9786269706280 ,高中
半生緣,9789573335320 ,高中
四維街一號,9786267236482 ,高中
GAME ON！周思齊的九局下半：棒球教會我的那些事,9789864776351 ,高中
富小孩與窮小孩：給現代青少年的24堂財務思維課,9789576586545 ,高中
用漫畫輕鬆讀懂阿德勒職場勇氣心理學,9789861372075 ,高中
射箭—邁向卓越,9789571188980 ,高中
超獵奇！人體動物圖鑑①烏龜的殼其實是肋骨,9789576584435 ,高中
割腕的誘惑：停止自我傷害,9867574109 ,高中
蘇菲的世界,9789863594802 ,高中
苦雨之地,9789869689274 ,高中
藍屋子,9789570856767 ,高中
 改變人類文明的12座時鐘,9789573293705 ,高中
異鄉人【張愛玲百歲誕辰紀念版】,9789861735450 ,高中
社會學超圖解：古今76名家x135概念，400幅可愛漫畫秒懂社會學，活出獨一無二的自我,9789863844112 ,高中
我們為什麼要讀書？為什麼要工作？,9789865079574 ,高中
臺灣歷史地圖增訂版,9789860552744 ,高中
餐桌上的偽科學:加州大學醫學院教授破解上百種健康謠言和深入人心的醫學迷思,9789869530644 ,高中
婦人王氏之死,9786263741058 ,高中
強風吹拂,9789865956523 ,高中
阿德勒的自卑與超越(3版),9789863925187 ,高中
句句有梗的西洋藝術小史,9786267084069 ,高中
在寂寞的夜裡提起筆,9789861374444 ,高中
